"Previous Test ID","Source File","Application","Role","Module","Feature","Scenario","Precondition","Steps","Expected","Previous Result","Previous Defect","Previous Blocker","Previous Evidence"
"QA-0270","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Materials","Pending list","Pending list","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Pending list","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0271","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Materials","Details","Details","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Details","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0272","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Materials","Approve","Approve","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Approve","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0273","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Materials","Reject","Reject","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Reject","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0274","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Materials","Partial approval","Partial approval","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Partial approval","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0275","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Materials","Prepare","Prepare","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Prepare","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0276","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Materials","Ready for pickup","Ready for pickup","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Ready for pickup","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0277","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Materials","Collection confirmation","Collection confirmation","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Collection confirmation","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0278","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Materials","Duplicate operations","Duplicate operations","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Duplicate operations","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0279","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Materials","Invalid transitions","Invalid transitions","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Invalid transitions","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0280","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Materials","Confirm before plumber rejection","Confirm before plumber rejection","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Confirm before plumber rejection","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0281","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Product orders","Confirmed","Confirmed","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Confirmed","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0282","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Product orders","Packing","Packing","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Packing","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0283","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Product orders","Ready for pickup","Ready for pickup","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Ready for pickup","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0284","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Product orders","Collection/completion","Collection/completion","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Collection/completion","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0285","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Product orders","Duplicate pack","Duplicate pack","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Duplicate pack","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0286","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Product orders","Duplicate accept","Duplicate accept","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Duplicate accept","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0287","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Product orders","Proper 4xx invalid operation","Proper 4xx invalid operation","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Proper 4xx invalid operation","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0288","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Profile/business","Store details","Store details","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Store details","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0289","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Profile/business","Manager details","Manager details","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Manager details","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0290","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Profile/business","Settings","Settings","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Settings","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
